rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,CurrentDate
9,9,-4,OLD,20158799,눈길,2017-03-01,22582500,1.2,-21377800,-48.6,796169000,3361,-2994,-47.1,104626,257,406,2017-03-08
10,10,-1,OLD,20166468,사일런스,2017-02-28,16302100,0.9,-16875300,-50.9,486525400,2404,-2389,-49.8,63641,153,186,2017-03-08
1,1,0,OLD,20168183,콩: 스컬 아일랜드,2017-03-08,698423100,40.4,-45464000,-6.1,1491365200,89323,-4481,-4.8,188145,821,3960,2017-03-09
2,2,0,OLD,20161827,로건,2017-03-01,448535400,25.9,-64285200,-12.5,11660514065,58148,-8499,-12.8,1370942,804,3213,2017-03-09
3,3,0,OLD,20150971,해빙,2017-03-01,149543500,8.7,-20730100,-12.2,8455802765,20217,-2719,-11.9,1027136,542,2105,2017-03-09
4,4,0,OLD,20166421,재심,2017-02-15,69909900,4.0,-15929900,-18.6,18461946437,9738,-2031,-17.3,2319520,386,880,2017-03-09
5,5,0,OLD,20170241,23 아이덴티티,2017-02-22,72233000,4.2,-15078100,-17.3,12837069035,9442,-1906,-16.8,1583401,357,955,2017-03-09
6,6,2,OLD,20168750,파도가 지나간 자리,2017-03-08,37340700,2.2,11653100,45.4,76457800,5284,1607,43.7,10450,266,530,2017-03-09
7,7,-1,OLD,20167904,라라랜드,2016-12-07,34584000,2.0,134000,0.4,28268828128,4643,60,1.3,3381669,160,269,2017-03-09
8,8,0,NEW,20170761,걸 온 더 트레인,2017-03-09,29506200,1.7,29506200,100,36898200,4046,4046,100,5396,331,692,2017-03-09
9,9,-2,OLD,20165927,문라이트,2017-02-22,27292900,1.6,-3412100,-11.1,989206300,3655,-524,-12.5,123572,121,229,2017-03-09
10,10,13,OLD,20170509,극장판 소드 아트 온라인 -오디널 스케일-,2017-02-23,18175500,1.1,13727500,308.6,719340000,2507,1926,331.5,94173,54,84,2017-03-09
1,1,0,OLD,20168183,콩: 스컬 아일랜드,2017-03-08,1056097973,42.9,357674873,51.2,2547463173,120878,31555,35.3,309023,846,4187,2017-03-10
2,2,0,OLD,20161827,로건,2017-03-01,687272527,27.9,238737127,53.2,12347786592,78974,20826,35.8,1449916,831,3365,2017-03-10
3,3,0,OLD,20150971,해빙,2017-03-01,192190727,7.8,42647227,28.5,8647993492,22843,2626,13,1049979,536,2094,2017-03-10
4,4,1,OLD,20170241,23 아이덴티티,2017-02-22,102518200,4.2,30285200,41.9,12939587235,11908,2466,26.1,1595309,361,941,2017-03-10
5,5,-1,OLD,20166421,재심,2017-02-15,91000800,3.7,21090900,30.2,18552947237,11066,1328,13.6,2330586,392,913,2017-03-10
6,6,1,OLD,20167904,라라랜드,2016-12-07,51485468,2.1,16901468,48.9,28320313596,5982,1339,28.8,3387651,168,293,2017-03-10
7,7,-1,OLD,20168750,파도가 지나간 자리,2017-03-08,48038400,1.9,10697700,28.6,124496200,5946,662,12.5,16396,266,536,2017-03-10
8,8,0,OLD,20170761,걸 온 더 트레인,2017-03-09,37217200,1.5,7711000,26.1,74115400,4496,450,11.1,9892,320,684,2017-03-10
9,9,0,OLD,20165927,문라이트,2017-02-22,33205932,1.3,5913032,21.7,1022412232,3956,301,8.2,127528,134,243,2017-03-10
10,10,2,OLD,20166468,사일런스,2017-02-28,16130400,0.7,1704100,11.8,517082100,2234,68,3.1,68041,124,141,2017-03-10
1,1,0,OLD,20168183,콩: 스컬 아일랜드,2017-03-08,3132944270,49.7,2076846297,196.7,5680407443,365391,244513,202.3,674414,984,4949,2017-03-11
2,2,0,OLD,20161827,로건,2017-03-01,1549437630,24.6,862165103,125.4,13897224222,175967,96993,122.8,1625883,899,3633,2017-03-11
3,3,0,OLD,20150971,해빙,2017-03-01,421625230,6.7,229434503,119.4,9069618722,50276,27433,120.1,1100255,544,2035,2017-03-11
4,4,0,OLD,20170241,23 아이덴티티,2017-02-22,243145400,3.9,140627200,137.2,13182732635,28415,16507,138.6,1623724,400,993,2017-03-11
5,5,0,OLD,20166421,재심,2017-02-15,211736400,3.4,120735600,132.7,18764683637,25431,14365,129.8,2356017,420,933,2017-03-11
6,6,0,OLD,20167904,라라랜드,2016-12-07,119028337,1.9,67542869,131.2,28439341933,13709,7727,129.2,3401360,197,346,2017-03-11
7,7,0,OLD,20168750,파도가 지나간 자리,2017-03-08,94421900,1.5,46383500,96.6,218918100,11374,5428,91.3,27770,275,473,2017-03-11
8,8,11,OLD,20161744,트롤,2017-02-16,80497900,1.3,75144200,1403.6,4864400800,10297,9588,1352.3,656817,254,395,2017-03-11
9,9,0,OLD,20165927,문라이트,2017-02-22,61744363,1.0,28538431,85.9,1084156595,7147,3191,80.7,134675,139,256,2017-03-11
10,10,-2,OLD,20170761,걸 온 더 트레인,2017-03-09,48856300,0.8,11639100,31.3,122971700,5758,1262,28.1,15650,306,545,2017-03-11
1,1,0,OLD,20168183,콩: 스컬 아일랜드,2017-03-08,2881542800,51.2,-251401470,-8,8561950243,336936,-28455,-7.8,1011350,984,4886,2017-03-12
2,2,0,OLD,20161827,로건,2017-03-01,1276600700,22.7,-272836930,-17.6,15173824922,145438,-30529,-17.3,1771321,880,3520,2017-03-12
3,3,0,OLD,20150971,해빙,2017-03-01,352415600,6.3,-69209630,-16.4,9422034322,41939,-8337,-16.6,1142194,532,1912,2017-03-12
4,4,1,OLD,20166421,재심,2017-02-15,208081200,3.7,-3655200,-1.7,18972764837,25144,-287,-1.1,2381161,414,906,2017-03-12
5,5,-1,OLD,20170241,23 아이덴티티,2017-02-22,203709200,3.6,-39436200,-16.2,13386441835,23740,-4675,-16.5,1647464,398,968,2017-03-12
6,6,0,OLD,20167904,라라랜드,2016-12-07,113811500,2.0,-5216837,-4.4,28553153433,13144,-565,-4.1,3414504,202,350,2017-03-12
7,7,1,OLD,20161744,트롤,2017-02-16,99225000,1.8,18727100,23.3,4963625800,12445,2148,20.9,669262,263,407,2017-03-12
8,8,-1,OLD,20168750,파도가 지나간 자리,2017-03-08,86344000,1.5,-8077900,-8.6,305262100,10341,-1033,-9.1,38111,264,452,2017-03-12
9,9,0,OLD,20165927,문라이트,2017-02-22,54546400,1.0,-7197963,-11.7,1138702995,6395,-752,-10.5,141070,138,252,2017-03-12
10,10,1,OLD,20158799,눈길,2017-03-01,35531600,0.6,-348000,-1,899737200,4705,-144,-3,118820,194,268,2017-03-12
1,1,0,OLD,20168183,콩: 스컬 아일랜드,2017-03-08,507224700,39.9,-2374318100,-82.4,9069174943,64860,-272076,-80.8,1076210,874,4251,2017-03-13
2,2,0,OLD,20161827,로건,2017-03-01,336682400,26.5,-939918300,-73.6,15510507322,43840,-101598,-69.9,1815161,807,3245,2017-03-13
3,3,0,OLD,20150971,해빙,2017-03-01,84099000,6.6,-268316600,-76.1,9506133322,11382,-30557,-72.9,1153576,496,1729,2017-03-13
4,4,0,OLD,20166421,재심,2017-02-15,55338100,4.4,-152743100,-73.4,19028102937,7709,-17435,-69.3,2388870,396,903,2017-03-13
5,5,0,OLD,20170241,23 아이덴티티,2017-02-22,49953200,3.9,-153756000,-75.5,13436395035,6510,-17230,-72.6,1653974,361,891,2017-03-13
6,6,2,OLD,20168750,파도가 지나간 자리,2017-03-08,38779900,3.1,-47564100,-55.1,344042000,5417,-4924,-47.6,43528,263,498,2017-03-13
7,7,-1,OLD,20167904,라라랜드,2016-12-07,33993000,2.7,-79818500,-70.1,28587146433,4524,-8620,-65.6,3419028,175,339,2017-03-13
8,8,1,OLD,20165927,문라이트,2017-02-22,19410300,1.5,-35136100,-64.4,1158113295,2647,-3748,-58.6,143717,126,230,2017-03-13
9,9,4,OLD,20166468,사일런스,2017-02-28,16888000,1.3,-12440000,-42.4,593697400,2623,-1327,-33.6,78685,126,155,2017-03-13
10,10,2,OLD,20170761,걸 온 더 트레인,2017-03-09,16288500,1.3,-21861400,-57.3,177410100,2258,-2290,-50.4,22456,281,495,2017-03-13
1,1,0,OLD,20168183,콩: 스컬 아일랜드,2017-03-08,499328500,37.0,-7896200,-1.6,9568503443,63930,-930,-1.4,1140140,893,4251,2017-03-14
2,2,0,OLD,20161827,로건,2017-03-01,340937900,25.3,4255500,1.3,15851445222,44292,452,1,1859453,815,3224,2017-03-14
3,3,0,OLD,20150971,해빙,2017-03-01,86339300,6.4,2240300,2.7,9592472622,11630,248,2.2,1165206,502,1716,2017-03-14
4,4,0,OLD,20166421,재심,2017-02-15,57588200,4.3,2250100,4.1,19085691137,8009,300,3.9,2396879,403,869,2017-03-14
5,5,0,OLD,20170241,23 아이덴티티,2017-02-22,50985000,3.8,1031800,2.1,13487380035,6632,122,1.9,1660606,371,888,2017-03-14
6,6,0,OLD,20168750,파도가 지나간 자리,2017-03-08,46426700,3.4,7646800,19.7,390468700,6173,756,14,49701,276,521,2017-03-14
7,7,0,OLD,20167904,라라랜드,2016-12-07,40103000,3.0,6110000,18,28627249433,5373,849,18.8,3424401,192,353,2017-03-14
8,8,0,NEW,20162181,프리즌,2017-03-23,30603000,2.3,30603000,100,59697000,3788,3788,100,7634,14,14,2017-03-14
9,9,-1,OLD,20165927,문라이트,2017-02-22,21152900,1.6,1742600,9,1179266195,2872,225,8.5,146589,135,246,2017-03-14
10,10,0,OLD,20170761,걸 온 더 트레인,2017-03-09,16474400,1.2,185900,1.1,193884500,2287,29,1.3,24743,279,491,2017-03-14
1,1,0,OLD,20168183,콩: 스컬 아일랜드,2017-03-08,429128900,35.8,-70199600,-14.1,9997632343,55370,-8560,-13.4,1195510,899,4255,2017-03-15
2,2,0,OLD,20161827,로건,2017-03-01,305984100,25.6,-34953800,-10.3,16157429322,39860,-4432,-10,1899313,819,3207,2017-03-15
3,3,0,OLD,20150971,해빙,2017-03-01,75278100,6.3,-11061200,-12.8,9667750722,10218,-1412,-12.1,1175424,498,1657,2017-03-15
4,4,0,OLD,20166421,재심,2017-02-15,50404400,4.2,-7183800,-12.5,19136095537,6939,-1070,-13.4,2403818,383,868,2017-03-15
5,5,0,OLD,20170241,23 아이덴티티,2017-02-22,46469000,3.9,-4516000,-8.9,13533849035,6130,-502,-7.6,1666736,376,885,2017-03-15
6,6,0,OLD,20168750,파도가 지나간 자리,2017-03-08,41239300,3.4,-5187400,-11.2,431708000,5774,-399,-6.5,55475,271,513,2017-03-15
7,7,0,OLD,20167904,라라랜드,2016-12-07,39728900,3.3,-374100,-0.9,28666978333,5353,-20,-0.4,3429754,180,363,2017-03-15
8,8,1,OLD,20165927,문라이트,2017-02-22,20494000,1.7,-658900,-3.1,1199760195,2788,-84,-2.9,149377,137,241,2017-03-15
9,9,1,OLD,20170761,걸 온 더 트레인,2017-03-09,17036000,1.4,561600,3.4,210920500,2367,80,3.5,27110,287,492,2017-03-15
10,10,1,OLD,20158799,눈길,2017-03-01,13373500,1.1,2064500,18.3,935668200,2091,365,21.1,124326,196,279,2017-03-15
1,1,0,NEW,20164721,미녀와 야수,2017-03-16,1322211700,60.9,1322211700,100,1349114700,166930,166930,100,169423,1244,5726,2017-03-16
2,2,-1,OLD,20168183,콩: 스컬 아일랜드,2017-03-08,272140800,12.5,-156988100,-36.6,10269773143,36007,-19363,-35,1231517,619,2546,2017-03-16
3,3,-1,OLD,20161827,로건,2017-03-01,189382300,8.7,-116601800,-38.1,16346811622,24933,-14927,-37.4,1924246,491,1572,2017-03-16
4,4,40,OLD,20167905,비정규직 특수요원,2017-03-16,156722400,7.2,155714400,15447.9,183562400,21892,21766,17274.6,25451,448,1763,2017-03-16
5,5,15,OLD,20178942,스페이스 비트윈 어스,2017-03-16,31717200,1.5,26967200,567.7,42281200,4401,3722,548.2,5800,347,996,2017-03-16
6,6,-3,OLD,20150971,해빙,2017-03-01,26521000,1.2,-48757100,-64.8,9694271722,3571,-6647,-65.1,1178995,243,585,2017-03-16
7,7,0,OLD,20167904,라라랜드,2016-12-07,24842000,1.1,-14886900,-37.5,28691820333,3355,-1998,-37.3,3433109,140,215,2017-03-16
8,8,-4,OLD,20166421,재심,2017-02-15,17645500,0.8,-32758900,-65,19153741037,2575,-4364,-62.9,2406393,152,226,2017-03-16
9,9,-3,OLD,20168750,파도가 지나간 자리,2017-03-08,14890400,0.7,-26348900,-63.9,446598400,2074,-3700,-64.1,57549,101,169,2017-03-16
10,10,-2,OLD,20165927,문라이트,2017-02-22,12024400,0.6,-8469600,-41.3,1211784595,1613,-1175,-42.1,150990,89,127,2017-03-16
1,1,0,OLD,20164721,미녀와 야수,2017-03-16,2040619869,62.3,718408169,54.3,3389734569,234961,68031,40.8,404384,1260,6028,2017-03-17
2,2,0,OLD,20168183,콩: 스컬 아일랜드,2017-03-08,432709409,13.2,160568609,59,10702482552,51534,15527,43.1,1283051,641,2646,2017-03-17
3,3,0,OLD,20161827,로건,2017-03-01,301108131,9.2,111725831,59,16647919753,35023,10090,40.5,1959269,492,1642,2017-03-17
4,4,0,OLD,20167905,비정규직 특수요원,2017-03-16,159589500,4.9,2867100,1.8,343151900,20211,-1681,-7.7,45662,467,1747,2017-03-17
5,5,108,OLD,20162181,프리즌,2017-03-23,74826000,2.3,74826000,100,142466000,8314,8314,100,16854,42,42,2017-03-17
6,6,-1,OLD,20178942,스페이스 비트윈 어스,2017-03-16,42527622,1.3,10810422,34.1,84808822,5267,866,19.7,11067,361,1009,2017-03-17
7,7,-1,OLD,20150971,해빙,2017-03-01,36183600,1.1,9662600,36.4,9730455322,4267,696,19.5,1183262,251,613,2017-03-17
8,8,-1,OLD,20167904,라라랜드,2016-12-07,34555700,1.1,9713700,39.1,28726376033,4086,731,21.8,3437195,144,222,2017-03-17
9,9,0,OLD,20168750,파도가 지나간 자리,2017-03-08,21557000,0.7,6666600,44.8,468155400,2664,590,28.4,60213,105,177,2017-03-17
10,10,-2,OLD,20166421,재심,2017-02-15,19252300,0.6,1606800,9.1,19172993337,2316,-259,-10.1,2408709,142,221,2017-03-17
1,1,0,OLD,20164721,미녀와 야수,2017-03-16,5146353230,67.1,3105733361,152.2,8536087799,602569,367608,156.5,1006953,1611,7886,2017-03-18
2,2,0,OLD,20168183,콩: 스컬 아일랜드,2017-03-08,1173127731,15.3,740418322,171.1,11875610283,141266,89732,174.1,1424317,644,2630,2017-03-18
3,3,0,OLD,20161827,로건,2017-03-01,599544870,7.8,298436739,99.1,17247464623,69438,34415,98.3,2028707,521,1589,2017-03-18
4,4,0,OLD,20167905,비정규직 특수요원,2017-03-16,287146100,3.7,127556600,79.9,630298000,35653,15442,76.4,81315,493,1550,2017-03-18
5,5,3,OLD,20167904,라라랜드,2016-12-07,71696500,0.9,37140800,107.5,28798072533,8356,4270,104.5,3445551,149,231,2017-03-18
6,6,1,OLD,20150971,해빙,2017-03-01,69499100,0.9,33315500,92.1,9799954422,8190,3923,91.9,1191452,253,513,2017-03-18
7,7,-1,OLD,20178942,스페이스 비트윈 어스,2017-03-16,51184539,0.7,8656917,20.4,135993361,6407,1140,21.6,17474,370,701,2017-03-18
8,8,1,OLD,20168750,파도가 지나간 자리,2017-03-08,35658300,0.5,14101300,65.4,503813700,4230,1566,58.8,64443,101,153,2017-03-18
9,9,1,OLD,20166421,재심,2017-02-15,30095000,0.4,10842700,56.3,19203088337,3601,1285,55.5,2412310,124,189,2017-03-18
10,10,1,OLD,20165927,문라이트,2017-02-22,28636800,0.4,9458300,49.3,1259599895,3286,1044,46.6,156518,79,119,2017-03-18
1,1,0,OLD,20164721,미녀와 야수,2017-03-16,4781249450,68.7,-365103780,-7.1,13317337249,564477,-38092,-6.3,1571430,1627,7757,2017-03-19
2,2,0,OLD,20168183,콩: 스컬 아일랜드,2017-03-08,1033908800,14.9,-139218931,-11.9,12909519083,124872,-16394,-11.6,1549189,630,2554,2017-03-19
3,3,0,OLD,20161827,로건,2017-03-01,470969700,6.8,-128575170,-21.4,17718434323,54260,-15178,-21.9,2082967,517,1534,2017-03-19
